Name,VDW,HB,HP,HM,HS,RT,x-score,q,C,N,O,H,F,P,S,Cl,Br,I,1,2,3,am,ar,his,arg,lys,ile,phe,leu,trp,ala,met,pro,val,cys,asn,gly,ser,gln,tyr,thr,asp,glu,hoh,phis,parg,plys,pile,pphe,pleu,ptrp,pala,pmet,ppro,pval,pcys,pasn,pgly,pser,pgln,ptyr,pthr,pasp,pglu,exp
1b6l,844.9,3.4,101.7,4.3,367.7,6,7.94,1,28,5,6,44,0,0,0,0,0,0,71,4,0,4,6,0,4,1,10,2,7,0,2,2,3,6,0,3,12,0,0,0,6,6,0,16,2,8,14,26,4,20,4,6,4,14,14,0,8,26,0,10,2,16,8,8,8.3
5ose,192.9,0,47.1,1.04,133.7,3,4.42,0,6,3,2,9,0,0,2,0,0,0,18,3,0,1,0,0,3,2,2,2,4,1,2,0,0,0,0,0,1,1,2,1,0,1,2,3,10,20,17,13,12,34,4,17,3,14,14,2,7,15,16,9,12,12,10,23,3.17
3ekx,914.5,0.9,143.9,5.4,484.7,7,8.37,1,32,3,4,46,0,0,1,0,0,0,76,5,0,2,6,0,2,1,5,1,4,0,1,1,3,3,0,2,6,0,0,0,3,3,1,18,1,4,7,13,2,11,2,3,2,7,6,2,4,13,0,5,1,8,4,4,9.41
1usn,442.3,2.8,15.4,0.3,92.1,3,5.39,0,13,5,2,10,5,0,2,0,0,0,24,4,0,4,6,7,0,0,2,4,2,0,4,1,5,2,0,1,2,1,0,4,0,2,1,16,8,7,6,8,10,16,3,13,2,10,8,0,6,13,8,3,8,13,14,9,7.74
4aq6,329.2,3,52.5,0.97,108.6,2,5.25,-1,8,0,4,7,0,0,0,0,0,0,11,0,0,0,8,4,3,1,2,7,1,3,2,3,5,1,0,1,1,3,0,2,1,3,2,21,13,28,8,17,22,44,8,43,13,41,21,4,20,35,22,13,12,17,17,29,4.8
3drf,918.5,7.8,72.7,2.6,269.9,17,7.22,0,27,9,13,47,0,0,0,0,0,0,77,8,0,8,2,0,2,0,2,9,5,2,4,4,1,3,0,4,8,13,5,5,8,7,2,92,4,9,52,24,19,35,10,42,13,25,34,0,35,43,46,22,31,35,37,23,7
3mhw,317,0,17,0,142.2,0,4.96,0,7,2,0,6,0,0,1,0,0,0,10,1,0,0,6,2,1,2,4,0,2,2,3,0,1,3,3,0,7,4,1,3,1,3,0,16,9,13,14,17,7,18,5,10,5,12,12,10,7,21,21,11,12,18,11,13,2.3
5aan,383.5,0,106.2,4.03,275.7,2,6.02,1,19,3,1,22,0,0,1,0,0,0,35,1,0,1,12,0,0,1,3,8,6,2,4,1,0,3,0,0,1,3,2,1,1,1,0,3,3,11,15,11,13,14,2,7,4,6,7,1,9,10,7,11,6,11,20,15,4.15
3qqa,631.9,1,138.4,5.08,291.1,6,7.01,-2,26,1,7,44,0,0,1,0,0,0,77,1,0,1,3,3,0,5,8,7,5,1,4,1,1,3,2,4,1,1,2,3,1,1,4,10,6,2,23,17,15,21,1,10,3,4,10,2,16,10,12,11,9,7,6,15,5.82
2i4j,785.4,1.5,206.5,6.72,502.1,12,7.87,-1,27,2,4,35,0,0,0,0,0,0,55,1,0,0,14,3,2,1,10,8,12,0,2,5,1,6,1,0,3,5,4,4,3,0,4,10,6,8,24,21,15,38,0,16,9,10,14,1,8,11,16,16,7,13,18,19,6.16
4nj9,456.6,4.5,71,3.8,55.9,1,6.31,-4,17,0,10,9,0,0,3,0,0,0,14,0,0,0,28,1,4,0,1,1,0,0,0,0,0,0,0,2,4,4,0,4,0,0,0,12,2,13,13,13,9,14,4,14,2,15,12,4,10,15,33,10,10,19,14,12,6.97
4tim,288.4,5.5,0,0,0,2,4.85,-2,3,0,7,4,0,1,0,0,0,0,9,0,0,0,5,1,0,3,3,1,3,2,7,0,1,5,1,4,6,3,1,2,2,0,2,8,5,9,17,19,8,17,5,34,2,7,25,3,10,19,18,13,5,12,8,13,2.16
3kmc,520.7,3.9,29.3,0.14,120.5,6,5.59,1,14,3,4,22,0,0,1,0,0,0,39,4,0,2,0,3,0,3,2,1,5,0,4,2,1,4,0,3,5,3,0,2,4,3,3,19,8,8,21,13,9,17,2,17,7,10,11,6,14,21,15,10,16,14,15,20,6.4
3fuz,309,7.8,17.2,0,53.8,4,5.07,-1,5,1,4,8,0,0,0,0,0,0,13,0,0,0,4,0,2,2,4,3,4,1,3,3,1,3,0,1,7,5,0,3,5,1,2,14,2,13,21,20,7,24,4,12,9,9,13,3,9,21,15,9,14,19,17,15,6.54
3o8p,537.4,3.6,105.8,3.73,328.9,0,7.1,0,15,4,1,19,0,0,0,1,0,0,30,3,0,2,6,4,3,3,5,1,12,1,3,2,0,6,1,2,6,1,0,4,1,2,1,20,11,18,19,22,13,42,5,24,8,16,22,4,14,15,18,13,14,17,23,18,6.46
2r38,996,3.8,144.6,5.9,290.9,8,8.64,1,32,5,6,34,0,0,2,0,0,0,49,6,0,4,24,0,2,1,4,1,5,0,1,1,3,4,0,2,6,0,0,0,4,3,0,16,1,4,6,12,2,12,2,3,2,6,7,2,3,13,1,6,1,8,4,4,7.44
3vbd,405.7,2.6,72.3,2.91,118.7,3,5.77,1,16,2,3,19,0,0,1,0,0,0,28,2,0,1,12,6,1,0,1,4,8,5,2,0,3,4,1,3,3,2,1,1,2,2,3,21,12,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,8.07
5eei,408.7,4.4,99.6,3.12,201.6,7,5.81,0,14,2,3,20,0,0,0,0,0,0,29,2,0,2,6,6,1,0,1,4,1,1,0,0,4,1,2,4,7,1,0,1,0,5,2,17,21,22,8,21,14,37,4,31,11,18,17,7,16,25,32,8,11,16,17,21,9.22
4nbn,702.3,2,85,0.34,224.9,4,6.67,0,18,4,2,18,0,0,0,0,0,0,26,0,0,0,18,0,1,0,0,0,1,0,7,0,1,2,1,1,2,1,1,3,1,0,2,26,11,15,19,13,18,23,2,17,5,9,16,9,8,15,15,6,10,13,17,16,4.36
1gar,882.2,10.6,63,2.02,174.8,17,7.06,-4,27,7,12,34,0,1,1,0,0,0,59,6,0,5,13,3,3,1,4,4,7,0,4,1,2,4,0,4,6,5,2,2,3,3,2,31,10,11,7,15,8,18,2,23,4,10,15,1,8,16,11,7,6,9,14,10,10
3fed,517.6,8.3,24.5,0.36,54,9,5.59,-3,10,1,8,15,0,1,0,0,0,0,26,0,0,0,8,2,5,1,0,4,4,1,3,0,2,1,0,5,7,6,1,5,0,5,5,30,13,32,50,52,34,58,10,52,9,39,39,2,38,49,50,18,38,29,35,43,7.46
3dzt,668.5,2,208.9,5.26,413.2,16,6.81,-1,20,0,3,35,0,0,0,0,0,0,53,2,0,0,2,3,1,9,3,6,8,2,1,2,1,6,2,2,3,1,2,4,5,1,4,21,5,10,37,9,15,21,3,21,6,14,19,10,15,11,15,15,15,10,23,24,7.22
3td4,316.1,6.1,16.1,0,54,6,4.79,0,7,2,4,14,0,0,0,0,0,0,22,0,0,0,4,1,5,1,0,1,2,1,2,0,1,0,0,5,1,2,0,0,3,2,1,13,2,10,9,5,4,9,1,12,3,4,6,0,11,5,9,3,3,9,7,10,5.66
4k0o,390.4,4.7,1.3,0.27,11.2,6,4.92,0,15,1,11,27,0,0,0,0,0,0,53,1,0,1,0,0,2,0,2,1,3,2,1,0,0,3,1,3,5,2,2,1,2,1,0,2,2,6,2,8,6,12,4,5,4,6,18,2,15,23,23,7,9,11,7,4,3
1yej,689.5,4.2,98.2,2.06,196.6,12,6.35,-1,16,2,8,21,0,1,0,0,0,0,34,3,0,1,10,3,1,2,2,2,5,2,0,0,3,3,1,2,1,2,2,6,3,3,1,12,4,9,16,12,7,20,3,8,3,13,15,5,10,16,31,9,10,23,14,10,7.46
5jvi,573.3,5,74.4,3.9,291.7,11,6.33,-1,20,3,5,33,0,1,0,0,0,0,49,2,0,3,8,3,1,0,2,2,3,1,2,0,0,5,0,5,4,4,1,4,1,4,3,31,8,10,11,18,10,16,3,28,2,8,22,0,20,36,26,14,28,25,24,7,6.51
3l3m,606.6,2.7,86.5,1.6,200.1,1,6.73,1,19,4,1,20,1,0,0,0,0,0,33,2,0,1,12,2,1,3,4,2,6,1,7,3,2,3,1,4,4,3,1,6,1,2,2,16,9,11,32,25,10,38,1,20,9,16,21,2,16,23,29,14,16,13,25,18,8.22
1wm1,440.2,2.9,34.6,2.3,217.9,1,6.03,1,11,3,2,18,0,0,0,0,0,0,32,3,0,0,0,3,2,0,4,7,4,4,1,1,1,1,1,2,10,4,1,4,2,2,3,7,15,24,7,14,13,34,11,28,4,16,17,2,7,27,18,13,11,11,20,21,6.3
2q64,911.3,1.8,146.8,5.77,480.2,7,8.48,1,32,3,4,46,0,0,1,0,0,0,73,2,0,2,12,0,2,1,5,1,5,0,1,1,3,3,0,3,6,0,0,0,3,2,0,11,1,3,6,13,2,12,2,4,2,6,6,2,4,13,1,6,1,8,3,4,8.52
2pwg,383,4.3,14,0.36,32.1,0,5.44,1,8,1,4,16,0,0,0,0,0,0,30,0,0,0,0,2,5,0,5,6,0,1,1,0,1,3,0,5,3,0,2,3,3,6,2,20,13,32,29,22,33,38,14,43,12,33,25,0,25,39,31,19,31,37,49,31,4.82
5gja,231.1,3.6,31.5,1.01,80.6,0,4.98,-1,6,1,2,4,0,0,0,0,0,0,5,0,0,0,8,2,3,2,2,4,5,0,2,0,0,5,0,1,0,3,1,3,2,1,1,18,8,8,27,12,14,31,3,12,10,15,20,4,16,20,17,10,10,13,26,23,5.55
4og4,574,0.8,113.6,5.18,295.8,7,6.63,1,27,2,2,35,0,0,0,0,0,0,56,0,1,0,12,3,1,0,3,2,3,3,9,4,1,3,2,1,3,3,2,6,1,3,4,48,12,27,22,18,19,60,8,43,8,18,38,7,13,31,30,21,19,19,24,32,6.02
5ka7,455,7.4,45.5,0.28,48.7,0,6.07,-1,10,2,5,9,0,0,1,0,0,0,20,3,0,1,4,1,5,2,2,2,3,1,1,0,1,1,1,1,6,3,3,1,3,2,1,12,9,17,22,16,14,27,6,14,11,12,16,6,10,14,25,14,9,12,17,27,4.35
3ibl,331.4,2.5,46.1,2.15,101.8,11,4.6,0,8,2,6,20,0,0,2,0,0,0,31,4,0,2,0,6,1,1,1,3,7,4,3,0,3,4,1,3,3,2,2,1,2,1,2,23,12,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,7.84
1zsf,1013.2,8,149.4,5.57,471.3,16,8.58,0,38,5,8,49,0,0,0,0,0,0,74,4,0,4,20,0,4,2,10,2,8,0,2,2,5,6,0,4,12,0,0,0,6,6,0,21,2,8,12,26,4,24,4,6,4,12,12,2,6,26,2,12,2,16,8,8,9.92
5n6s,563.9,6.2,45.6,0.84,67.2,7,5.93,1,13,4,5,22,0,0,0,0,0,0,41,2,1,1,0,3,1,1,1,6,0,5,5,2,0,4,0,7,2,3,1,4,4,0,4,18,12,22,29,30,25,29,15,29,5,21,38,1,24,36,17,9,26,13,28,34,8.09
3g3r,262.5,11,0,0,0,2,5.17,-4,0,1,9,1,0,3,0,0,0,0,4,0,0,1,8,1,5,7,2,3,1,2,1,1,0,1,0,0,1,5,0,3,2,1,2,12,8,22,25,13,15,27,7,12,5,13,24,1,12,13,10,9,9,17,21,23,6.48
2i19,326.5,7.7,27.3,0.34,74,2,5.4,-3,7,2,6,8,0,2,0,0,0,0,13,0,0,0,12,1,3,3,1,1,5,0,2,2,0,3,1,1,2,2,3,3,6,9,1,13,5,19,20,9,16,38,5,27,19,13,30,9,11,19,17,15,18,23,30,24,7.8
3g34,277.7,1,0,0,76.3,2,4.57,0,12,6,1,12,0,0,1,0,0,0,28,6,0,1,0,0,2,2,0,0,1,0,2,1,2,0,1,7,4,6,1,2,6,4,2,39,2,15,10,11,4,27,3,36,5,13,14,1,11,22,13,17,5,29,13,11,2.96
3r4n,447.7,0.7,70.1,2.93,206.7,4,5.82,0,15,3,1,15,3,0,0,1,0,0,27,0,0,0,12,1,1,4,7,1,4,1,2,2,0,5,0,2,6,3,0,2,5,4,1,22,7,7,16,20,10,19,1,14,6,5,10,0,8,15,15,9,7,17,12,23,6.89
5dey,714.3,3,130.1,3.99,273,2,7.63,1,25,6,3,26,0,0,0,1,0,0,44,2,0,1,18,0,1,3,6,1,11,1,2,3,0,6,0,3,6,4,3,3,4,4,3,8,3,11,21,21,7,31,3,21,11,14,20,5,16,18,15,14,9,15,13,27,8.43
5kat,467.4,0,133.5,6.07,318.2,2.5,6.72,0,24,0,0,20,0,1,0,0,0,0,24,0,0,0,24,3,0,3,3,2,0,1,2,4,3,3,1,1,2,1,3,3,1,0,3,8,10,2,10,11,4,13,2,14,6,4,10,2,5,12,7,15,10,8,8,12,4.1
3d1y,1022.1,4.5,164.8,6.89,483.5,9,9.16,1,38,6,5,51,0,0,0,0,0,0,79,4,0,4,17,0,4,2,8,2,7,0,2,2,5,8,0,3,12,0,0,0,6,6,0,32,2,8,14,28,4,20,4,10,4,12,14,0,6,26,2,10,2,16,8,8,8.22
4bcn,561.1,2.2,65.8,1.75,154.5,1,6.4,0,16,6,1,16,0,0,1,0,0,0,28,1,1,0,12,2,0,9,3,4,10,0,2,0,1,6,0,2,4,0,2,1,0,3,4,7,15,17,30,20,21,61,5,31,6,28,30,5,13,21,24,18,18,25,20,24,7.92
4cj4,540,3,70.1,2.64,185.6,5,6.22,-1,21,2,5,23,0,0,0,0,0,0,37,1,0,1,14,1,1,2,0,1,3,2,6,1,0,3,1,0,1,0,2,1,5,1,2,13,6,4,10,14,3,8,4,14,2,5,13,2,5,12,7,9,4,10,6,10,3.36
2wor,371.7,0.7,55.2,0.67,211.7,0,5.52,-1,16,1,3,12,0,0,1,0,0,0,15,0,0,0,20,1,1,1,3,3,1,0,1,3,0,0,0,1,1,1,1,1,1,1,1,13,3,3,12,6,6,7,0,6,4,3,1,2,5,4,8,2,3,5,11,5,3.9
1qb1,624.5,4.5,45.8,2.02,114.7,5,6.42,0,28,6,5,26,2,0,0,0,0,0,47,2,0,0,22,1,0,2,4,0,2,1,2,1,1,3,5,4,9,5,3,4,3,3,0,21,3,2,14,15,3,14,4,14,2,8,17,12,16,25,34,10,10,10,6,4,6.77
3gs6,353.8,5.1,27.8,1.88,154.6,6,5.28,0,17,3,7,23,0,0,0,0,0,0,40,3,0,2,6,3,3,3,2,3,3,0,3,2,2,5,2,1,1,3,1,0,2,5,2,15,10,19,11,17,13,31,4,40,13,14,23,3,8,27,15,20,9,6,16,23,6.59
3gdt,287.6,3.8,0,0,0,3,4.64,-1,8,3,9,10,0,1,0,0,0,0,23,3,0,3,3,2,4,4,4,2,5,0,2,0,1,4,1,3,6,2,2,2,3,2,2,39,4,14,22,14,8,26,3,25,5,7,19,4,6,27,11,8,9,17,18,17,7.19
4dhl,267.7,3,1.9,0,91.5,0,4.87,-1,11,1,2,8,0,0,1,0,0,0,14,2,0,0,8,6,2,1,1,0,0,0,0,0,1,2,0,2,4,1,0,4,0,4,2,13,17,27,21,22,24,18,13,24,9,24,29,1,21,27,36,13,29,27,21,21,4.48
4dsu,238.8,0,41,1.01,116.1,0,4.81,0,7,2,0,6,0,0,0,0,0,0,9,1,0,0,6,0,3,2,1,1,3,0,0,2,0,2,0,0,2,1,1,3,2,3,3,2,4,10,19,11,6,11,0,9,4,4,15,3,4,11,10,9,7,12,17,11,2.82
1y1z,288.4,6.6,38.2,0.72,119.3,1,5.38,0,5,1,2,9,0,0,0,0,0,0,15,0,0,0,2,0,1,2,5,4,3,2,3,2,1,3,0,2,4,4,3,1,3,2,0,8,7,15,22,17,15,19,4,13,9,11,20,7,15,17,17,12,10,18,15,19,3.08
3nee,474.2,0.1,132,4.75,322.7,6,6.29,-1,20,0,4,23,0,0,0,0,0,0,34,0,0,0,14,1,1,1,1,0,4,0,5,1,1,3,0,0,1,3,0,1,3,1,1,19,4,4,6,5,5,7,2,12,1,7,12,1,3,7,10,0,5,10,5,10,5.34
3c84,502,0.4,71.7,1.89,150.2,2,5.97,0,10,4,0,9,0,0,1,1,0,0,18,1,1,0,6,1,2,0,2,2,0,1,3,1,2,4,2,0,2,5,4,5,3,2,2,10,3,10,9,9,8,16,4,11,5,12,17,4,7,8,21,11,11,17,22,9,7.85
2rcn,528.7,8.1,0,0,0,5,5.76,-2,10,5,11,13,0,2,0,0,0,0,31,3,0,1,8,1,1,2,2,1,8,0,3,0,1,3,0,3,3,6,2,0,1,2,0,9,11,19,8,24,9,27,2,18,5,11,24,5,11,24,14,8,7,11,17,23,6
1k1n,628.3,5.5,47.7,3.1,149.9,8,6.46,0,29,5,7,39,0,0,1,0,0,0,60,4,0,3,16,1,0,3,3,1,2,1,4,0,1,3,5,4,8,6,3,4,1,3,0,20,3,2,14,15,3,14,4,14,2,8,17,12,16,25,34,10,10,10,6,4,6.82
1o33,434.5,4.4,18.7,0,85.8,0,5.69,1,13,5,1,12,0,0,0,0,0,0,18,1,0,0,14,1,0,2,3,1,2,1,3,0,1,3,5,1,9,5,2,3,0,3,0,14,3,2,14,15,3,14,4,14,2,8,17,12,16,25,34,10,10,10,6,4,5.74
3juk,785.1,11.2,5.4,0,29.2,9,6.75,-2,15,2,17,22,0,2,0,0,0,0,50,3,0,3,4,1,3,5,9,2,7,0,6,2,3,8,1,1,8,2,3,4,4,4,5,23,3,12,24,26,7,20,1,20,7,11,15,7,10,16,13,10,15,12,11,25,4.89
4yk0,268.9,2,56.9,1.88,168.9,0,5.31,0,10,2,1,12,0,0,0,0,0,0,18,1,0,1,6,0,3,0,1,2,3,1,1,2,3,3,1,2,1,2,1,3,0,3,0,14,0,6,7,5,6,13,3,4,4,10,7,1,4,2,5,9,6,4,9,8,3.74
1bwa,1151.4,7.9,175,6.49,405.1,8,9.89,0,41,6,5,38,0,0,2,0,0,0,61,7,0,6,24,0,2,1,4,2,4,0,1,1,3,3,0,2,6,0,0,0,3,3,0,13,1,4,6,11,3,12,2,3,2,6,7,2,3,13,1,6,1,8,4,4,8.6
3aas,342.7,5.1,14.6,0.53,122.3,2,5.31,0,11,4,3,14,0,0,0,0,0,0,20,1,0,0,11,1,0,2,3,1,1,1,3,0,1,3,4,1,9,4,2,4,0,3,0,22,3,2,14,15,3,14,4,14,2,8,17,12,16,25,34,10,10,10,6,4,4.51
1o2h,557.5,4.8,53.4,1.07,209.6,2,6.45,1,20,3,2,22,0,0,0,0,0,0,35,1,0,0,14,2,0,3,3,1,3,1,4,0,1,3,5,1,9,6,2,6,0,3,0,10,3,2,14,15,3,14,4,14,2,8,17,12,16,25,34,10,10,10,6,4,7.17
1my4,447,8.6,11.3,1.11,86.2,3,5.93,0,7,3,4,8,0,0,0,0,0,1,15,3,0,3,2,0,1,3,4,3,5,1,3,3,2,3,0,1,6,5,0,5,7,1,3,16,2,10,28,16,7,20,4,18,10,7,18,4,9,23,16,3,13,17,13,20,6.98
3f37,257.2,0,72.7,2.14,224,0,5.27,0,8,0,1,10,0,0,0,0,0,0,13,0,0,0,6,0,3,1,0,1,5,0,3,0,1,0,0,0,0,2,1,3,1,0,4,4,5,11,8,4,8,28,1,15,3,2,8,2,6,10,8,11,6,6,11,15,2.62
3qaa,905.8,2.4,111,4.51,270.1,12,7.53,0,29,2,9,40,0,0,1,0,0,0,67,3,0,2,12,0,4,2,9,2,7,0,2,2,3,6,0,4,12,0,0,0,6,6,0,21,2,8,14,30,4,20,4,10,4,12,12,0,6,26,2,10,2,16,8,8,11.54
3ikd,479.8,2.4,93.1,2.67,242.1,4,6.16,-1,18,1,5,16,0,1,1,0,0,0,26,2,0,1,15,2,2,3,2,2,2,1,3,1,2,1,2,0,3,8,2,0,1,3,1,12,3,10,5,7,6,8,1,8,2,4,3,2,1,8,15,8,1,5,5,11,6.75
4zzx,474.8,2.3,66.8,0.95,109.2,4,5.66,0,13,2,3,16,0,0,0,0,0,0,25,2,0,2,6,1,1,4,3,3,7,2,3,2,1,0,1,3,4,5,2,6,1,1,3,19,13,15,23,18,11,48,3,23,13,16,13,6,17,23,21,17,15,17,12,27,6.9
2pk6,1155.4,4.4,182.8,6.75,399,12,9.36,0,40,5,7,45,0,0,2,0,0,0,73,4,0,4,23,0,2,1,6,1,4,0,1,1,3,3,0,2,6,0,0,0,3,3,0,42,1,4,7,15,2,10,2,3,2,6,6,2,3,13,1,5,1,8,4,4,10.89
2zz2,577.3,10.7,11.6,0,31.6,4,6.32,-2,10,3,9,12,0,1,0,0,0,0,27,2,1,3,3,2,2,2,12,2,4,0,6,2,5,4,0,1,7,4,1,2,3,3,2,18,2,17,6,22,9,16,0,26,8,9,15,3,6,21,9,3,4,7,16,16,4.54
1yet,639.7,3.4,62.2,2.58,170.9,5,6.6,0,29,2,9,40,0,0,0,0,0,0,70,9,0,2,0,1,0,4,9,3,5,1,3,1,0,5,0,3,7,4,0,1,5,4,2,18,4,7,15,20,10,18,1,14,6,5,10,0,8,15,14,8,7,18,12,21,5.92
3po6,365,2.7,29.4,1.16,97.4,2,5.32,0,12,2,4,18,0,0,1,0,0,0,28,2,0,2,6,6,2,0,1,5,8,5,2,0,3,5,1,3,1,2,1,1,2,1,3,15,12,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,7.06
1lag,360,7.9,7.7,0,29.1,3,5.3,0,6,3,2,9,0,0,0,0,0,0,16,2,0,0,2,0,1,0,5,4,4,0,4,0,0,0,0,1,4,6,4,3,5,4,2,21,1,8,24,12,11,19,2,28,3,7,12,2,5,19,15,11,10,14,25,10,6.3
4q4o,565.6,7,44.9,2.04,123.4,3,6.55,2,16,7,1,23,0,0,0,0,0,0,38,2,0,1,9,0,2,1,1,1,4,0,3,2,1,5,2,1,8,5,4,2,2,4,2,28,9,31,14,22,20,26,4,36,16,17,17,5,7,32,28,16,8,16,22,22,7.46
4b33,272.9,1,68.7,2.95,151.8,0,5.4,0,10,0,1,8,0,0,0,0,0,0,9,0,0,0,11,1,1,0,4,0,5,1,4,3,0,4,0,0,0,0,3,1,0,2,1,13,7,15,12,16,7,26,1,19,4,7,13,0,8,19,11,10,4,13,11,17,3.37
2x7t,477.6,1.7,79.4,3.59,248.6,5,6.1,0,20,2,6,30,0,0,2,0,0,0,51,4,0,2,6,7,1,1,1,5,7,4,3,0,3,4,1,3,2,2,2,1,2,1,2,5,11,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,6.63
1lkk,630.5,8.8,60.3,2.13,288,15,6.23,-5,27,4,14,34,0,1,0,0,0,0,57,4,0,4,15,2,4,3,3,2,4,0,1,0,1,3,1,0,1,8,0,3,1,3,3,44,4,9,4,4,7,11,1,4,0,6,4,2,6,8,10,4,3,6,5,7,6.85
2ptz,269.7,10.8,0,0,0,1,5.26,-2,2,1,5,4,0,1,0,0,0,0,7,1,0,1,3,2,3,3,0,0,2,0,3,2,1,2,1,2,6,5,2,0,1,5,6,24,8,18,33,27,12,35,4,42,10,19,27,10,16,41,25,13,12,24,20,36,7.82
3pce,300.5,1.9,59.3,0.97,136,2,5.11,-1,8,0,3,7,0,0,0,0,0,0,10,0,0,0,8,2,3,1,2,0,0,3,2,1,4,1,1,2,2,0,3,5,2,3,1,13,15,28,14,29,20,36,7,37,5,34,22,5,27,35,16,18,15,22,27,21,2
5aoj,417.7,1,50,3.12,215.7,0,6.03,-1,11,1,3,6,0,0,0,0,0,2,14,2,0,0,8,0,2,0,1,1,2,1,0,0,6,3,2,0,1,2,1,1,5,2,2,15,7,18,5,6,5,15,1,8,5,14,14,11,7,13,17,7,8,14,9,11,4.68
4ipn,534,4.4,5.6,0,19.2,5,5.55,-2,12,0,13,21,0,1,1,0,0,0,46,0,0,0,3,1,2,1,0,0,4,3,5,4,0,5,1,3,4,6,3,4,3,0,3,7,11,17,27,27,21,45,9,25,10,18,28,3,26,31,28,14,34,20,29,40,3.39
1dgm,365,1.2,0,0,0,2,4.83,0,10,5,4,13,0,0,0,0,0,0,27,1,0,0,6,1,1,0,1,1,8,0,7,0,2,3,4,3,7,3,0,2,6,3,0,19,9,11,14,13,18,36,1,39,7,16,31,10,15,32,16,12,7,28,13,18,5.05
1f5l,378.6,4,3.3,0.66,34.1,0,5.41,1,6,7,1,9,0,0,0,1,0,0,13,1,0,1,9,2,1,2,4,0,2,2,4,0,1,3,4,0,7,4,1,3,1,4,0,8,9,13,13,17,7,18,5,10,5,12,12,10,7,21,21,11,12,19,11,12,5.28
5fh7,491,1,74.4,1.78,143.7,0,6.13,1,14,3,1,13,0,0,0,1,0,0,23,4,0,1,6,0,1,2,3,3,3,0,3,4,3,0,1,3,0,2,0,4,1,1,3,15,2,8,10,5,3,12,0,5,9,5,6,1,6,2,7,3,8,5,9,9,6.86
2v77,495.8,8.5,62.6,0.89,152.9,8,5.92,-4,12,0,8,14,0,0,0,0,0,0,25,0,0,0,8,2,3,0,6,3,3,0,3,2,1,0,0,1,5,6,2,2,5,3,3,11,10,10,16,24,16,24,7,24,3,12,13,2,12,22,26,10,17,28,18,14,5.06
5f74,363.4,6.3,0,0,0,3,5.13,-1,10,5,7,12,0,1,0,0,0,0,27,1,0,0,9,0,6,2,3,3,6,0,1,1,1,3,0,4,2,2,0,3,0,2,2,6,2,9,20,10,6,25,2,21,7,3,11,2,12,6,19,14,11,12,11,26,5.12
5u28,488.4,1.8,70.4,1.71,108.5,0,6.11,0,19,1,5,17,0,0,1,0,0,0,37,4,0,0,6,0,0,2,3,2,2,1,2,3,3,2,1,3,0,0,2,3,1,4,0,21,1,3,12,9,5,13,3,7,5,12,6,2,12,2,1,10,7,9,6,9,7.17
3cda,812.9,7.8,96.7,5.04,331.3,9,7.93,-1,33,3,7,35,1,0,1,0,0,0,56,5,0,2,20,2,4,5,2,0,5,0,10,3,1,4,2,6,6,4,1,2,4,2,4,24,6,20,20,28,7,38,2,46,15,18,28,15,21,40,29,15,12,21,11,30,7.58
3agl,1101.3,10.7,40.1,1.24,210.4,26,7.08,2,37,17,9,65,0,0,0,0,0,0,105,7,0,6,12,1,2,4,3,7,11,0,1,6,5,7,1,2,8,2,2,6,6,4,7,21,9,15,33,21,25,32,6,19,6,14,20,2,15,20,15,14,14,13,18,27,7.8
1v2r,464.6,5,26.4,0.94,150.4,7,5.51,1,20,4,5,25,0,0,1,0,0,0,36,4,0,2,14,1,1,3,3,0,2,1,3,0,1,3,3,2,9,7,2,2,2,3,0,6,3,3,14,16,3,14,4,14,2,7,17,12,16,24,36,9,9,10,6,4,3.55
2w47,262.6,6.1,6.5,0,14,3,4.75,-2,12,0,12,14,0,0,0,0,0,0,34,1,0,0,4,1,1,0,1,0,0,2,1,0,1,3,0,5,3,0,0,2,3,1,2,23,1,4,2,11,4,4,3,17,2,6,12,1,17,12,9,3,9,9,4,5,4.98
5cas,692.2,3.5,41.8,2.09,95.4,3,6.76,0,21,7,2,25,4,0,0,0,0,0,49,1,0,0,12,0,2,5,4,3,7,0,2,3,2,6,2,1,6,1,1,2,2,2,3,19,7,15,21,25,8,31,6,16,12,18,23,6,8,16,16,10,12,11,19,19,8.85
4ca8,1070.6,5.5,121,4.64,394.9,13,8.56,-2,38,3,9,36,0,1,0,0,0,0,57,4,0,2,28,6,4,3,3,6,4,2,5,1,1,4,1,2,4,4,6,6,3,5,6,44,14,24,44,28,33,51,14,53,12,23,33,8,24,25,34,25,29,27,46,51,6.68
3si4,620.3,2.6,95.9,2.7,268.7,6,6.62,2,21,4,2,28,0,0,0,0,0,0,41,2,0,2,12,1,3,2,4,1,2,3,2,1,1,3,4,3,6,2,0,4,1,5,4,33,5,20,21,17,10,25,8,12,7,15,16,8,10,22,16,8,11,10,18,20,3.88
